>	GMT_LONLAT										
>#	Data	from	the	full	resolution	GMT	shoreline,	borders,	and	rivers	database
>	Shore	Bin	#	18957,	Level	1					
-122.427527276	37.4037537194	0	0								
-122.426718547	37.4037537194	0	0								
-122.426337072	37.4033112078	0	0								
-122.426245518	37.4025024796	0	0								
-122.42543679	37.4016937514	0	0								
-122.425467308	37.399969482	0	0								
-122.42464332	37.3991607538	0	0								
-122.42464332	37.3966430152	0	0								
-122.423773556	37.395834287	0	0								
-122.423773556	37.3949645228	0	0								
-122.422949569	37.3941100175	0	0								
-122.422949569	37.3933012894	0	0								
-122.423804074	37.3924773022	0	0								
-122.423773556	37.391668574	0	0								
-122.422110323	37.3900053407	0	0								
-122.422110323	37.3891355764	0	0								
-122.420386053	37.387472343	0	0								
-122.420416571	37.3866178378	0	0								
-122.416281376	37.3824673838	0	0								
-122.416281376	37.3816739147	0	0								
-122.415411612	37.3808041505	0	0								
-122.41544213	37.3791409171	0	0								
-122.414282444	37.3779507134	0	0								
-122.411642634	37.3779201953	0	0								
-122.411245899	37.3774776837	0	0								
-122.411245899	37.3757991913	0	0								
-122.410894942	37.3753871977	0	0								
-122.410025177	37.3753871977	0	0								
-122.40967422	37.3750057221	0	0								
-122.409643702	37.370031281	0	0								
-122.408773938	37.3691462577	0	0								
-122.408773938	37.3633020523	0	0								
-122.407888914	37.3624933242	0	0								
-122.407919432	37.361638819	0	0								
-122.407553216	37.3612573434	0	0								
-122.404226749	37.3612268254	0	0								
-122.400411994	37.357503624	0	0								
-122.400411994	37.3549706264	0	0								
-122.400885023	37.3545891508	0	0								
-122.401754788	37.3545891508	0	0								
-122.402166781	37.3541618982	0	0								
-122.402136263	37.34914168	0	0								
-122.402914473	37.3483329519	0	0								
-122.402914473	37.3400015259	0	0								
-122.402136263	37.3391317617	0	0								
-122.402136263	37.3383382925	0	0								
-122.402975509	37.3374685283	0	0								
-122.402975509	37.3324940871	0	0								
-122.403784237	37.3316395819	0	0								
-122.403784237	37.3224689097	0	0								
-122.403006027	37.3216144045	0	0								
-122.403784237	37.3208361944	0	0								
-122.403830014	37.3200274662	0	0								
-122.404135195	37.3195544366	0	0								
-122.405035477	37.3195544366	0	0								
-122.405447471	37.319172961	0	0								
-122.405447471	37.3174944686	0	0								
-122.406256199	37.3166704814	0	0								
-122.406301976	37.3116655222	0	0								
-122.407080186	37.310811017	0	0								
-122.407080186	37.3099717708	0	0								
-122.406301976	37.3091630426	0	0								
-122.406301976	37.3083543145	0	0								
-122.407110704	37.3074998093	0	0								
-122.407080186	37.3016708629	0	0								
-122.40794995	37.3008010986	0	0								
-122.407919432	37.2966964218	0	0								
-122.408773938	37.2958266575	0	0								
-122.407919432	37.2949721523	0	0								
-122.40794995	37.2941634241	0	0								
-122.408804456	37.2933089189	0	0								
-122.408773938	37.2866102083	0	0								
-122.409582666	37.2858319982	0	0								
-122.409643702	37.2825055314	0	0								
-122.410467689	37.2816357671	0	0								
-122.410421912	37.2799725338	0	0								
-122.411276417	37.2791943236	0	0								
-122.411276417	37.2774700542	0	0								
-122.410437171	37.276661326	0	0								
-122.410437171	37.2758068208	0	0								
-122.411337453	37.2749370565	0	0								
-122.411337453	37.2741435874	0	0								
-122.412115663	37.2733653773	0	0								
-122.412115663	37.2716411078	0	0								
-122.412924392	37.2708323796	0	0								
-122.412939651	37.2675211719	0	0								
-122.412115663	37.2666666667	0	0								
-122.412115663	37.2658121614	0	0								
-122.411245899	37.2650034333	0	0								
-122.411673152	37.2645761807	0	0								
-122.41341268	37.2646066987	0	0								
-122.415503166	37.2625009537	0	0								
-122.41544213	37.2574502174	0	0								
-122.416281376	37.2566720073	0	0								
-122.416281376	37.2549935149	0	0								
-122.418783856	37.2525062943	0	0								
-122.418829633	37.2516365301	0	0								
-122.419699397	37.2507820249	0	0								
-122.419699397	37.2491645686	0	0								
-122.420035096	37.2487220569	0	0								
-122.420477607	37.2491950866	0	0								
-122.420477607	37.2499732967	0	0								
-122.420920119	37.2503852903	0	0								
-122.421698329	37.2503852903	0	0								
-122.422079805	37.2500038148	0	0								
-122.422110323	37.2474708171	0	0								
-122.421301595	37.246662089	0	0								
-122.421301595	37.2449378195	0	0								
-122.420416571	37.2441443503	0	0								
-122.420477607	37.2433356222	0	0								
-122.421301595	37.242496376	0	0								
-122.420477607	37.2416418708	0	0								
-122.420477607	37.2399786374	0	0								
-122.419607843	37.2391699092	0	0								
-122.419607843	37.238300145	0	0								
-122.418753338	37.2375066758	0	0								
-122.418829633	37.2333104448	0	0								
-122.414282444	37.2287174792	0	0								
-122.41341268	37.2287174792	0	0								
-122.412115663	37.2274967575	0	0								
-122.412115663	37.2249942779	0	0								
-122.411276417	37.2241092546	0	0								
-122.411276417	37.2233310445	0	0								
-122.410437171	37.2225223163	0	0								
-122.410437171	37.2208133059	0	0								
-122.409582666	37.2200045777	0	0								
-122.409643702	37.2183260853	0	0								
-122.410467689	37.2174715801	0	0								
-122.410467689	37.2158388647	0	0								
-122.409643702	37.2149385824	0	0								
-122.409643702	37.2124971389	0	0								
-122.408804456	37.2116884108	0	0								
-122.408804456	37.2099794003	0	0								
-122.407995727	37.2091706722	0	0								
-122.407995727	37.2074464027	0	0								
-122.407110704	37.2066376745	0	0								
-122.40717174	37.2016632334	0	0								
-122.406301976	37.2008087282	0	0								
-122.406301976	37.2	0	0								
-122.405447471	37.1991454948	0	0								
-122.407110704	37.1974975204	0	0								
-122.407110704	37.1966430152	0	0								
-122.405828946	37.1954222934	0	0								
-122.405050736	37.1954222934	0	0								
-122.403356985	37.193743801	0	0								
-122.40250248	37.193743801	0	0								
-122.400442512	37.191607538	0	0								
-122.400503548	37.1891660945	0	0								
-122.399618524	37.1882810712	0	0								
-122.399633783	37.1858396277	0	0								
-122.398809796	37.1850308995	0	0								
-122.398809796	37.1841611353	0	0								
-122.398367285	37.1836881056	0	0								
-122.39749752	37.1836881056	0	0								
-122.397116045	37.18330663	0	0								
-122.397116045	37.1816433967	0	0								
-122.396673533	37.1812466621	0	0								
-122.394216831	37.181216144	0	0								
-122.393392844	37.1820859083	0	0								
-122.385061418	37.1820859083	0	0								
-122.384222171	37.181216144	0	0								
-122.382497902	37.181216144	0	0								
-122.381719692	37.1804226749	0	0								
-122.380086976	37.1804226749	0	0								
-122.378393225	37.1787441825	0	0								
-122.377523461	37.1787289235	0	0								
-122.371725032	37.1729152361	0	0								
-122.370031281	37.1729152361	0	0								
-122.369192035	37.1720607309	0	0								
-122.36833753	37.1720607309	0	0								
-122.367971313	37.1716334783	0	0								
-122.368032349	37.1708400092	0	0								
-122.367162585	37.1699702449	0	0								
-122.367162585	37.1691157397	0	0								
-122.36630808	37.1683070115	0	0								
-122.36630808	37.1674982834	0	0								
-122.364614328	37.16583505	0	0								
-122.364614328	37.1649652857	0	0								
-122.362920577	37.1633020523	0	0								
-122.362920577	37.1624933242	0	0								
-122.362142367	37.161638819	0	0								
-122.362050813	37.1607995727	0	0								
-122.362920577	37.1600061036	0	0								
-122.362951095	37.157473106	0	0								
-122.362142367	37.1566643778	0	0								
-122.362142367	37.1558098726	0	0								
-122.362966354	37.1549401083	0	0								
-122.362920577	37.153307393	0	0								
-122.362142367	37.1524986648	0	0								
-122.363363088	37.151247425	0	0								
-122.364217594	37.151247425	0	0								
-122.364644846	37.1508354314	0	0								
-122.362523842	37.1487754635	0	0								
-122.357503624	37.1487449454	0	0								
-122.357198444	37.1482719158	0	0								
-122.357198444	37.1474937057	0	0								
-122.356664378	37.1470817121	0	0								
-122.355886168	37.1470817121	0	0								
-122.354161898	37.1454184787	0	0								
-122.352559701	37.1453879606	0	0								
-122.351689937	37.1445792325	0	0								
-122.350057221	37.1445792325	0	0								
-122.349172198	37.1454489967	0	0								
-122.348393988	37.1445792325	0	0								
-122.347554742	37.1445792325	0	0								
-122.345418479	37.1425040055	0	0								
-122.345448997	37.1399710079	0	0								
-122.342534524	37.1370565347	0	0								
-122.340886549	37.1370260166	0	0								
-122.340474556	37.1366445411	0	0								
-122.340474556	37.1358358129	0	0								
-122.339635309	37.1349660487	0	0								
-122.339589532	37.1291371023	0	0								
-122.340474556	37.1283283742	0	0								
-122.340474556	37.1199664302	0	0								
-122.339635309	37.119172961	0	0								
-122.339635309	37.1183031968	0	0								
-122.338338293	37.117051957	0	0								
-122.335057603	37.117082475	0	0								
-122.334645609	37.1166704814	0	0								
-122.334554055	37.1158312352	0	0								
-122.333775845	37.11497673	0	0								
-122.333745327	37.110826276	0	0								
-122.333363851	37.1103837644	0	0								
-122.332585641	37.1103685054	0	0								
-122.331746395	37.1112230106	0	0								
-122.33089189	37.1112230106	0	0								
-122.329228656	37.1128557259	0	0								
-122.328358892	37.112916762	0	0								
-122.327504387	37.1137254902	0	0								
-122.326726177	37.1137254902	0	0								
-122.325856413	37.1145799954	0	0								
-122.324223697	37.1145494774	0	0								
-122.323384451	37.1154192416	0	0								
-122.322529946	37.1154192416	0	0								
-122.3216907	37.1162737469	0	0								
-122.317586023	37.1162432288	0	0								
-122.316700999	37.117082475	0	0								
-122.313328756	37.117082475	0	0								
-122.312550546	37.1162279698	0	0								
-122.31091783	37.1162432288	0	0								
-122.310078584	37.1153887236	0	0								
-122.309224079	37.1153887236	0	0								
-122.308339055	37.1145342184	0	0								
-122.306691081	37.1145799954	0	0								
-122.30499733	37.112916762	0	0								
-122.30421912	37.112886244	0	0								
-122.303364614	37.1120775158	0	0								
-122.30249485	37.1120775158	0	0								
-122.300892653	37.1103685054	0	0								
-122.299168383	37.1104142824	0	0								
-122.297550927	37.1087510491	0	0								
-122.296696422	37.108720531	0	0								
-122.29500267	37.1070572976	0	0								
-122.29422446	37.1070572976	0	0								
-122.293751431	37.1066605631	0	0								
-122.293781949	37.1058060578	0	0								
-122.292576486	37.1045853361	0	0								
-122.291752499	37.1045853361	0	0								
-122.290882734	37.1037155718	0	0								
-122.289997711	37.1037155718	0	0								
-122.286243992	37.0999771115	0	0								
-122.286243992	37.0991073472	0	0								
-122.285053788	37.0979171435	0	0								
-122.284199283	37.0978866255	0	0								
-122.283390555	37.0970321202	0	0								
-122.282551308	37.0970321202	0	0								
-122.280857557	37.0954146639	0	0								
-122.280003052	37.0954146639	0	0								
-122.279606317	37.0949416342	0	0								
-122.279606317	37.0941329061	0	0								
-122.278828107	37.0933394369	0	0								
-122.278751812	37.0925001907	0	0								
-122.277134356	37.0908064393	0	0								
-122.277134356	37.089173724	0	0								
-122.27627985	37.0883649958	0	0								
-122.276310369	37.0874952316	0	0								
-122.275883116	37.0870222019	0	0								
-122.275028611	37.087083238	0	0								
-122.273334859	37.0854200046	0	0								
-122.272556649	37.0854200046	0	0								
-122.271335927	37.0841382467	0	0								
-122.271244373	37.0833295186	0	0								
-122.269642176	37.0816662852	0	0								
-122.269687953	37.0799420157	0	0								
-122.26880293	37.0791332876	0	0								
-122.26880293	37.0783398184	0	0								
-122.268390936	37.0778820478	0	0								
-122.266742962	37.0778667887	0	0								
-122.265476463	37.076661326	0	0								
-122.265476463	37.0758068208	0	0								
-122.264667735	37.0749980926	0	0								
-122.264667735	37.072465095	0	0								
-122.264225223	37.0720836194	0	0								
-122.262500954	37.0720531014	0	0								
-122.26208896	37.0716716258	0	0								
-122.26208896	37.0708018616	0	0								
-122.260502022	37.0691996643	0	0								
-122.260410468	37.0683299001	0	0								
-122.259967956	37.0678568704	0	0								
-122.259189746	37.0678568704	0	0								
-122.25803006	37.0666666667	0	0								
-122.257938506	37.0650034333	0	0								
-122.255466545	37.0624704356	0	0								
-122.255466545	37.0599984741	0	0								
-122.253391318	37.057862211	0	0								
-122.251743343	37.0579232471	0	0								
-122.248752575	37.0549782559	0	0								
-122.248752575	37.0541695277	0	0								
-122.24835584	37.0537270161	0	0								
-122.247501335	37.0537270161	0	0								
-122.242557412	37.0486915389	0	0								
-122.241687648	37.0486915389	0	0								
-122.241306172	37.0483100633	0	0								
-122.241245136	37.0475013352	0	0								
-122.239215686	37.0454108492	0	0								
-122.238361181	37.0454108492	0	0								
-122.237521935	37.0445563439	0	0								
-122.236743725	37.0445258259	0	0								
-122.236270695	37.0441443503	0	0								
-122.236301213	37.0433356222	0	0								
-122.23588922	37.0429388876	0	0								
-122.235080491	37.0429388876	0	0								
-122.234576944	37.0424658579	0	0								
-122.234607462	37.0416723888	0	0								
-122.233829252	37.0408026246	0	0								
-122.233829252	37.0399938964	0	0								
-122.2321355	37.038330663	0	0								
-122.2321355	37.0374761578	0	0								
-122.231326772	37.0366674296	0	0								
-122.231326772	37.0358129244	0	0								
-122.230441749	37.0350041962	0	0								
-122.230472267	37.034134432	0	0								
-122.229633021	37.0333257038	0	0								
-122.229633021	37.0308079652	0	0								
-122.228778515	37.029999237	0	0								
-122.228809033	37.0291447318	0	0								
-122.227939269	37.0283360037	0	0								
-122.227969787	37.0274662394	0	0								
-122.226306554	37.025803006	0	0								
-122.226306554	37.0249942779	0	0								
-122.225864042	37.0245517662	0	0								
-122.224216068	37.0245212482	0	0								
-122.223361563	37.023727779	0	0								
-122.218356603	37.0237430381	0	0								
-122.21794461	37.0233005264	0	0								
-122.21794461	37.0225070573	0	0								
-122.215075914	37.0195620661	0	0								
-122.21419089	37.0195620661	0	0								
-122.212497139	37.0178835737	0	0								
-122.210864424	37.0179140917	0	0								
-122.20967422	37.0166628519	0	0								
-122.20967422	37.0158083467	0	0								
-122.207583734	37.0137178607	0	0								
-122.206698711	37.0137178607	0	0								
-122.205828946	37.0129243915	0	0								
-122.201724269	37.0128938735	0	0								
-122.200411994	37.0116731518	0	0								
-122.20047303	37.0108033875	0	0								
-122.2	37.010421912	0	0								
-122.198382544	37.0103913939	0	0								
-122.197528038	37.0096131838	0	0								
-122.196673533	37.0095826658	0	0								
-122.195910582	37.0087281605	0	0								
-122.195056077	37.0087281605	0	0								
-122.194613565	37.0083009079	0	0								
-122.194674601	37.0066681926	0	0								
-122.194201572	37.006256199	0	0								
-122.192492561	37.006256199	0	0								
